dummy,pos_x,pos_y,pos_z,b827ebfd7811,000000000402,b827ebf7d096,000000000202,000000000201,000000000301,000000000401,b827eb4521b4,000000000101,000000000102,000000000302,b827eb917e19
0,10.36,2.19,1.90,-64,-61,-78,-70,-85,-78,-80,-73,-78,-75,-82,-75
0,10.36,2.19,1.90,-64,-61,-78,-78,-86,-75,-72,-75,-77,-74,-82,-82
0,10.36,2.19,1.90,-64,-61,-78,-70,-87,-77,-66,-75,-77,-75,-82,-82
0,10.36,2.19,1.90,-68,-79,-77,-71,-90,-75,-67,-75,-71,-75,-82,-82
0,10.36,2.19,1.90,-64,-61,-78,-70,-87,-78,-80,-74,-77,-75,-82,-75
0,10.36,2.19,1.90,-64,-61,-77,-70,-81,-77,-63,-75,-77,-75,-82,-75
0,10.36,2.19,1.90,-64,-59,-78,-78,-85,-77,-63,-74,-77,-73,-81,-75
0,10.36,2.19,1.90,-64,-59,-76,-77,-86,-75,-53,-75,-77,-74,-82,-75
0,10.36,2.19,1.90,-68,-69,-78,-77,-90,-75,-58,-80,-77,-74,-82,-90
0,10.36,2.19,1.90,-62,-60,-79,-71,-82,-78,-72,-74,-83,-75,-82,-75
0,10.36,2.19,1.90,-64,-60,-76,-77,-85,-75,-63,-75,-77,-73,-81,-75
0,10.36,2.19,1.90,-64,-59,-77,-78,-76,-75,-81,-75,-77,-73,-82,-75
0,10.36,2.19,1.90,-64,-61,-77,-78,-86,-75,-72,-76,-77,-73,-82,-75
0,10.36,2.19,1.90,-62,-61,-78,-71,-76,-78,-80,-74,-77,-74,-80,-75
0,10.36,2.19,1.90,-64,-60,-79,-71,-76,-78,-80,-73,-77,-75,-82,-75
0,10.36,2.19,1.90,-64,-61,-78,-78,-90,-75,-72,-75,-78,-74,-82,-75
0,10.36,2.19,1.90,-64,-59,-77,-78,-85,-75,-63,-75,-77,-72,-82,-75
0,10.36,2.19,1.90,-68,-61,-77,-71,-87,-77,-81,-74,-77,-75,-81,-75
0,10.36,2.19,1.90,-68,-60,-77,-76,-86,-75,-80,-75,-77,-73,-82,-75
0,10.36,2.19,1.90,-64,-59,-77,-78,-76,-75,-80,-74,-78,-72,-82,-75
0,10.36,2.19,1.90,-64,-60,-77,-71,-85,-75,-63,-75,-77,-75,-82,-75
0,10.36,2.19,1.90,-62,-61,-78,-78,-77,-78,-63,-75,-77,-73,-82,-75
0,10.36,2.19,1.90,-71,-69,-76,-78,-85,-75,-53,-75,-65,-72,-82,-83
0,10.36,2.19,1.90,-64,-59,-77,-77,-86,-75,-80,-75,-77,-72,-82,-75
0,10.36,2.19,1.90,-62,-61,-77,-71,-77,-75,-63,-75,-80,-75,-81,-75
0,10.36,2.19,1.90,-64,-59,-77,-78,-87,-75,-80,-75,-77,-73,-82,-75
0,10.36,2.19,1.90,-62,-61,-79,-71,-76,-78,-63,-73,-80,-75,-82,-75
0,10.36,2.19,1.90,-64,-60,-77,-78,-87,-75,-62,-75,-77,-74,-81,-75
0,10.36,2.19,1.90,-62,-61,-77,-70,-76,-78,-81,-73,-77,-75,-81,-75
0,10.36,2.19,1.90,-68,-79,-77,-78,-86,-75,-53,-75,-71,-74,-82,-82
0,10.36,2.19,1.90,-64,-61,-78,-70,-76,-78,-63,-75,-77,-75,-82,-75
0,10.36,2.19,1.90,-64,-61,-78,-71,-81,-78,-80,-75,-77,-75,-82,-75
0,10.36,2.19,1.90,-60,-61,-77,-71,-76,-78,-72,-74,-83,-75,-81,-75
0,10.36,2.19,1.90,-64,-60,-77,-71,-87,-75,-58,-75,-77,-75,-80,-75
0,10.36,2.19,1.90,-64,-61,-77,-71,-87,-78,-72,-75,-77,-75,-82,-75
0,10.36,2.19,1.90,-64,-70,-79,-71,-87,-75,-63,-75,-77,-75,-82,-82
0,10.36,2.19,1.90,-64,-59,-77,-78,-88,-75,-80,-75,-77,-73,-82,-75
0,10.36,2.19,1.90,-59,-61,-78,-71,-76,-78,-80,-73,-83,-75,-81,-75
0,10.36,2.19,1.90,-64,-61,-78,-71,-76,-78,-72,-74,-77,-75,-81,-75
0,10.36,2.19,1.90,-68,-59,-77,-78,-87,-75,-80,-75,-77,-73,-82,-75
0,10.36,2.19,1.90,-60,-61,-78,-71,-76,-78,-81,-73,-77,-75,-81,-75
0,10.36,2.19,1.90,-68,-60,-77,-71,-86,-75,-58,-75,-72,-75,-82,-82
0,10.36,2.19,1.90,-64,-61,-78,-71,-76,-78,-81,-73,-77,-74,-81,-74
0,10.36,2.19,1.90,-64,-61,-77,-70,-86,-77,-80,-75,-77,-75,-82,-75
0,10.36,2.19,1.90,-60,-61,-79,-71,-76,-78,-80,-74,-84,-75,-81,-75
0,10.36,2.19,1.90,-64,-61,-77,-78,-85,-75,-72,-75,-77,-74,-81,-75
0,10.36,2.19,1.90,-64,-59,-78,-71,-76,-78,-80,-73,-77,-75,-81,-75
0,10.36,2.19,1.90,-64,-60,-77,-74,-86,-75,-80,-75,-77,-74,-81,-75
0,10.36,2.19,1.90,-64,-60,-77,-78,-86,-75,-63,-75,-77,-74,-81,-75
0,10.36,2.19,1.90,-59,-61,-78,-71,-76,-78,-81,-74,-77,-74,-82,-75
0,10.36,2.19,1.90,-67,-59,-77,-78,-85,-75,-67,-75,-77,-73,-82,-83
0,10.36,2.19,1.90,-68,-59,-77,-74,-81,-75,-80,-74,-77,-74,-82,-75
0,10.36,2.19,1.90,-64,-61,-78,-71,-81,-78,-72,-74,-77,-75,-82,-75
0,10.36,2.19,1.90,-64,-60,-78,-78,-88,-75,-72,-75,-80,-73,-82,-75
0,10.36,2.19,1.90,-64,-59,-77,-78,-76,-77,-81,-74,-77,-73,-81,-75
0,10.36,2.19,1.90,-64,-59,-78,-78,-76,-75,-72,-75,-77,-73,-82,-75
0,10.36,2.19,1.90,-64,-61,-78,-71,-77,-78,-80,-73,-78,-75,-82,-75
0,10.36,2.19,1.90,-64,-61,-78,-71,-76,-78,-80,-74,-77,-75,-82,-75
0,10.36,2.19,1.90,-64,-61,-77,-71,-76,-78,-63,-75,-77,-74,-82,-75
0,10.36,2.19,1.90,-64,-70,-79,-71,-76,-77,-63,-76,-80,-74,-81,-75
0,10.36,2.19,1.90,-64,-59,-77,-78,-87,-75,-81,-75,-77,-73,-81,-75
0,10.36,2.19,1.90,-68,-61,-77,-71,-76,-78,-81,-74,-77,-74,-81,-75
0,10.36,2.19,1.90,-66,-61,-77,-71,-75,-78,-81,-75,-77,-75,-81,-75
0,10.36,2.19,1.90,-62,-61,-78,-77,-76,-78,-72,-73,-77,-73,-81,-75
0,10.36,2.19,1.90,-68,-59,-76,-77,-88,-75,-53,-76,-72,-73,-82,-75
0,10.36,2.19,1.90,-64,-59,-77,-78,-75,-77,-81,-75,-77,-72,-82,-75
0,10.36,2.19,1.90,-62,-59,-78,-77,-75,-75,-63,-75,-78,-73,-82,-75
0,10.36,2.19,1.90,-62,-59,-78,-78,-75,-75,-72,-73,-78,-72,-82,-75
0,10.36,2.19,1.90,-62,-61,-79,-71,-75,-77,-63,-75,-84,-74,-81,-75
0,10.36,2.19,1.90,-64,-59,-78,-78,-75,-77,-81,-74,-77,-73,-82,-75
0,10.36,2.19,1.90,-68,-59,-77,-78,-89,-75,-67,-75,-77,-73,-81,-75
0,10.36,2.19,1.90,-60,-61,-79,-71,-76,-77,-63,-75,-84,-74,-81,-74
0,10.36,2.19,1.90,-62,-60,-79,-75,-82,-75,-63,-74,-84,-74,-81,-75
0,10.36,2.19,1.90,-64,-60,-77,-71,-76,-77,-72,-75,-77,-74,-80,-75
0,10.36,2.19,1.90,-62,-60,-79,-74,-75,-78,-71,-73,-77,-74,-82,-75
0,10.36,2.19,1.90,-62,-59,-80,-76,-76,-77,-63,-74,-84,-72,-81,-75
0,10.36,2.19,1.90,-64,-61,-77,-71,-82,-77,-63,-75,-77,-75,-81,-75
0,10.36,2.19,1.90,-64,-59,-77,-77,-87,-75,-80,-75,-77,-72,-81,-75
0,10.36,2.19,1.90,-64,-60,-78,-76,-88,-75,-72,-75,-77,-73,-81,-75
0,10.36,2.19,1.90,-64,-59,-77,-76,-75,-75,-81,-75,-77,-72,-81,-75
0,10.36,2.19,1.90,-68,-59,-77,-78,-87,-75,-67,-75,-71,-72,-82,-82
0,10.36,2.19,1.90,-64,-59,-77,-78,-85,-75,-81,-75,-77,-72,-82,-75
0,10.36,2.19,1.90,-68,-61,-77,-71,-76,-77,-67,-75,-71,-75,-82,-82
0,10.36,2.19,1.90,-64,-61,-77,-71,-76,-77,-81,-75,-77,-75,-82,-75
0,10.36,2.19,1.90,-64,-61,-78,-75,-76,-78,-80,-74,-77,-74,-82,-75
0,10.36,2.19,1.90,-62,-61,-78,-70,-90,-75,-72,-74,-77,-75,-81,-75
0,10.36,2.19,1.90,-62,-61,-78,-71,-76,-77,-72,-74,-77,-74,-81,-75
0,10.36,2.19,1.90,-64,-61,-77,-71,-76,-77,-63,-75,-77,-74,-82,-75
0,10.36,2.19,1.90,-62,-59,-78,-76,-87,-75,-81,-75,-77,-72,-82,-75
0,10.36,2.19,1.90,-60,-61,-79,-71,-76,-78,-72,-75,-80,-74,-82,-74
0,10.36,2.19,1.90,-64,-59,-78,-78,-76,-75,-81,-75,-77,-73,-82,-75
0,10.36,2.19,1.90,-64,-61,-78,-74,-76,-78,-81,-74,-77,-75,-82,-75
0,10.36,2.19,1.90,-64,-61,-77,-71,-89,-77,-63,-75,-77,-74,-81,-75
0,10.36,2.19,1.90,-62,-59,-78,-78,-76,-77,-80,-74,-77,-72,-82,-75
0,10.36,2.19,1.90,-62,-59,-78,-78,-86,-75,-81,-74,-77,-73,-82,-75
0,10.36,2.19,1.90,-64,-61,-77,-71,-76,-78,-72,-74,-78,-75,-81,-75
0,10.36,2.19,1.90,-64,-59,-77,-78,-76,-75,-80,-75,-77,-73,-82,-75
0,10.36,2.19,1.90,-64,-59,-79,-77,-90,-75,-63,-75,-80,-73,-81,-75
0,10.36,2.19,1.90,-60,-59,-77,-78,-85,-77,-81,-73,-77,-73,-82,-75
0,10.36,2.19,1.90,-68,-59,-76,-77,-87,-75,-80,-75,-65,-73,-82,-75
0,10.36,2.19,1.90,-62,-61,-78,-71,-76,-78,-63,-74,-77,-75,-82,-75
0,10.36,2.19,1.90,-62,-59,-78,-71,-76,-77,-72,-74,-77,-73,-81,-75
0,10.36,2.19,1.90,-64,-59,-78,-78,-76,-77,-81,-75,-78,-73,-81,-75
0,10.36,2.19,1.90,-64,-61,-78,-71,-76,-77,-63,-75,-77,-75,-81,-75
0,10.36,2.19,1.90,-64,-59,-78,-78,-86,-75,-80,-75,-77,-73,-82,-75
0,10.36,2.19,1.90,-60,-61,-78,-71,-76,-78,-63,-74,-77,-75,-82,-74
0,10.36,2.19,1.90,-64,-59,-77,-78,-87,-75,-81,-75,-77,-73,-82,-75
0,10.36,4.38,1.85,-72,-76,-84,-75,-78,-80,-67,-76,-82,-69,-72,-75
0,10.36,4.38,1.85,-72,-74,-83,-76,-77,-80,-67,-77,-67,-69,-72,-75
0,10.36,4.38,1.85,-70,-69,-81,-69,-81,-79,-67,-76,-68,-69,-72,-75
0,10.36,4.38,1.85,-70,-74,-82,-75,-79,-80,-67,-76,-69,-76,-72,-71
0,10.36,4.38,1.85,-72,-76,-85,-75,-77,-80,-67,-77,-82,-76,-74,-74
0,10.36,4.38,1.85,-70,-71,-82,-68,-81,-79,-66,-76,-76,-76,-71,-71
0,10.36,4.38,1.85,-66,-72,-83,-84,-77,-80,-67,-76,-69,-69,-73,-74
0,10.36,4.38,1.85,-66,-72,-83,-85,-78,-80,-67,-76,-76,-76,-75,-72
0,10.36,4.38,1.85,-67,-72,-83,-84,-78,-80,-66,-77,-76,-76,-73,-74
0,10.36,4.38,1.85,-62,-70,-82,-69,-81,-78,-66,-70,-69,-76,-72,-72
0,10.36,4.38,1.85,-66,-72,-84,-76,-76,-80,-66,-73,-69,-76,-72,-72
0,10.36,4.38,1.85,-70,-69,-80,-69,-73,-79,-66,-74,-69,-76,-72,-72
0,10.36,4.38,1.85,-71,-71,-82,-69,-74,-78,-66,-74,-69,-76,-72,-72
0,10.36,4.38,1.85,-70,-73,-81,-75,-81,-80,-66,-76,-69,-73,-72,-72
0,10.36,4.38,1.85,-71,-74,-83,-75,-77,-80,-67,-76,-75,-69,-72,-75
0,10.36,4.38,1.85,-71,-72,-83,-75,-78,-80,-66,-76,-69,-73,-72,-73
0,10.36,4.38,1.85,-62,-72,-84,-75,-77,-80,-67,-77,-76,-76,-72,-74
0,10.36,4.38,1.85,-70,-71,-83,-72,-81,-80,-67,-76,-68,-69,-72,-74
0,10.36,4.38,1.85,-66,-72,-83,-80,-77,-80,-67,-73,-69,-76,-72,-72
0,10.36,4.38,1.85,-70,-69,-81,-69,-81,-78,-66,-76,-69,-73,-72,-73
0,10.36,4.38,1.85,-70,-69,-83,-75,-81,-80,-67,-76,-75,-73,-72,-74
0,10.36,4.38,1.85,-67,-72,-84,-84,-74,-80,-66,-74,-82,-76,-74,-72
0,10.36,4.38,1.85,-70,-76,-83,-74,-78,-80,-67,-76,-68,-69,-72,-75
0,10.36,4.38,1.85,-71,-73,-81,-75,-77,-79,-67,-76,-68,-69,-72,-72
0,10.36,4.38,1.85,-72,-73,-83,-75,-77,-78,-66,-76,-68,-73,-72,-75
0,10.36,4.38,1.85,-72,-73,-82,-69,-80,-80,-67,-77,-75,-73,-72,-73
0,10.36,4.38,1.85,-72,-76,-83,-75,-77,-80,-67,-76,-69,-73,-71,-75
0,10.36,4.38,1.85,-71,-74,-84,-75,-78,-80,-67,-76,-76,-76,-72,-71
0,10.36,4.38,1.85,-63,-72,-83,-84,-74,-80,-66,-70,-69,-76,-74,-71
0,10.36,4.38,1.85,-62,-72,-83,-76,-76,-80,-67,-73,-69,-76,-72,-72
0,10.36,4.38,1.85,-72,-76,-85,-76,-77,-80,-67,-77,-83,-77,-72,-74
0,10.36,4.38,1.85,-70,-74,-83,-75,-80,-80,-67,-77,-69,-73,-72,-74
0,10.36,4.38,1.85,-72,-76,-85,-75,-78,-80,-67,-76,-75,-73,-72,-71
0,10.36,4.38,1.85,-67,-72,-84,-84,-74,-80,-67,-73,-69,-76,-72,-72
0,10.36,4.38,1.85,-70,-69,-80,-69,-81,-80,-67,-76,-68,-69,-72,-75
0,10.36,4.38,1.85,-71,-73,-80,-75,-77,-79,-67,-76,-69,-73,-72,-73
0,10.36,4.38,1.85,-72,-76,-85,-75,-78,-80,-67,-77,-82,-76,-72,-72
0,10.36,4.38,1.85,-66,-72,-83,-75,-76,-78,-66,-73,-69,-76,-72,-71
0,10.36,4.38,1.85,-66,-72,-84,-84,-77,-80,-66,-77,-76,-76,-72,-72
0,10.36,4.38,1.85,-66,-72,-84,-75,-77,-78,-67,-73,-68,-69,-72,-74
0,10.36,4.38,1.85,-70,-69,-83,-75,-81,-80,-67,-77,-75,-73,-72,-72
0,10.36,4.38,1.85,-70,-71,-82,-76,-78,-80,-67,-77,-69,-76,-72,-71
0,10.36,4.38,1.85,-67,-74,-84,-84,-74,-80,-67,-73,-82,-76,-76,-72
0,10.36,4.38,1.85,-70,-69,-80,-69,-81,-79,-66,-76,-68,-69,-72,-75
0,10.36,4.38,1.85,-62,-72,-83,-84,-74,-80,-66,-76,-69,-76,-72,-71
0,10.36,4.38,1.85,-70,-69,-80,-69,-81,-80,-66,-76,-68,-69,-72,-75
0,10.36,4.38,1.85,-71,-76,-84,-75,-81,-79,-66,-77,-75,-76,-76,-71
0,10.36,4.38,1.85,-70,-74,-83,-75,-78,-80,-67,-76,-67,-72,-74,-74
0,10.36,4.38,1.85,-66,-72,-84,-75,-78,-79,-66,-73,-69,-76,-72,-72
0,10.36,4.38,1.85,-71,-74,-84,-75,-78,-80,-67,-76,-70,-73,-72,-73
0,10.36,4.38,1.85,-70,-71,-83,-75,-81,-80,-67,-76,-68,-73,-72,-72
0,10.36,4.38,1.85,-66,-72,-84,-75,-77,-78,-67,-77,-69,-76,-72,-74
0,10.36,4.38,1.85,-72,-76,-80,-75,-78,-80,-67,-77,-68,-69,-72,-75
0,10.36,4.38,1.85,-71,-74,-83,-75,-78,-80,-67,-76,-69,-76,-74,-72
0,10.36,4.38,1.85,-72,-74,-84,-84,-78,-80,-66,-77,-76,-76,-72,-71
0,10.36,4.38,1.85,-66,-72,-84,-84,-74,-79,-66,-70,-69,-76,-71,-71
0,10.36,4.38,1.85,-67,-74,-84,-82,-77,-80,-67,-73,-82,-76,-75,-72
0,10.36,4.38,1.85,-71,-72,-83,-75,-77,-80,-66,-73,-69,-76,-72,-72
0,10.36,4.38,1.85,-62,-72,-84,-84,-74,-80,-67,-70,-69,-76,-76,-72
0,10.36,4.38,1.85,-62,-71,-83,-75,-81,-79,-66,-74,-68,-69,-72,-74
0,10.36,4.38,1.85,-71,-76,-85,-83,-77,-80,-67,-76,-82,-76,-76,-71
0,10.36,4.38,1.85,-72,-76,-84,-76,-77,-80,-67,-76,-82,-73,-70,-71
0,10.36,4.38,1.85,-72,-76,-85,-76,-78,-80,-67,-76,-82,-76,-73,-72
0,10.36,4.38,1.85,-71,-72,-83,-75,-78,-79,-67,-77,-76,-73,-72,-71
0,10.36,4.38,1.85,-62,-72,-84,-84,-73,-80,-66,-73,-69,-76,-72,-72
0,10.36,4.38,1.85,-66,-72,-84,-76,-77,-80,-67,-76,-76,-76,-72,-72
0,10.36,4.38,1.85,-72,-76,-84,-75,-79,-80,-67,-76,-75,-69,-70,-75
0,10.36,4.38,1.85,-71,-71,-83,-69,-79,-80,-67,-76,-69,-76,-74,-72
0,10.36,4.38,1.85,-66,-72,-84,-69,-74,-78,-66,-70,-70,-76,-72,-72
0,10.36,4.38,1.85,-71,-76,-81,-75,-77,-79,-67,-76,-68,-69,-72,-74
0,10.36,4.38,1.85,-71,-72,-84,-75,-78,-80,-67,-76,-76,-76,-74,-71
0,10.36,4.38,1.85,-71,-71,-83,-73,-77,-80,-66,-76,-68,-69,-72,-71
0,10.36,4.38,1.85,-66,-72,-83,-75,-78,-78,-66,-73,-69,-76,-72,-72
0,10.36,4.38,1.85,-71,-74,-84,-69,-77,-78,-66,-77,-76,-76,-72,-75
0,10.36,4.38,1.85,-71,-69,-80,-69,-81,-80,-66,-76,-68,-69,-72,-75
0,10.36,4.38,1.85,-67,-72,-83,-84,-77,-80,-66,-73,-82,-76,-76,-72
0,10.36,4.38,1.85,-66,-72,-83,-69,-74,-78,-66,-73,-69,-76,-72,-72
0,10.36,4.38,1.85,-70,-73,-83,-80,-77,-80,-66,-76,-68,-69,-74,-75
0,10.36,4.38,1.85,-72,-76,-85,-76,-77,-80,-67,-76,-82,-76,-75,-72
0,10.36,4.38,1.85,-62,-72,-84,-84,-73,-80,-66,-70,-69,-76,-73,-72
0,10.36,4.38,1.85,-72,-76,-84,-75,-77,-80,-67,-76,-75,-72,-72,-72
0,10.36,4.38,1.85,-70,-69,-81,-69,-81,-78,-66,-73,-68,-76,-72,-72
0,10.36,4.38,1.85,-70,-69,-80,-75,-79,-79,-66,-76,-69,-73,-72,-74
0,10.36,4.38,1.85,-72,-76,-85,-75,-77,-80,-67,-77,-82,-73,-70,-75
0,10.36,4.38,1.85,-70,-69,-81,-69,-81,-78,-66,-76,-68,-69,-71,-75
0,10.36,4.38,1.85,-70,-74,-84,-80,-77,-80,-66,-76,-70,-76,-74,-72
0,10.36,4.38,1.85,-62,-72,-83,-83,-73,-79,-66,-69,-69,-77,-72,-72
0,10.36,4.38,1.85,-71,-72,-84,-75,-78,-80,-67,-76,-76,-76,-72,-74
0,10.36,4.38,1.85,-67,-74,-84,-83,-77,-80,-67,-73,-82,-76,-75,-71
0,10.36,4.38,1.85,-70,-69,-82,-75,-81,-78,-66,-73,-68,-69,-72,-71
0,10.36,4.38,1.85,-70,-74,-83,-75,-80,-80,-67,-76,-69,-73,-72,-71
0,10.36,4.38,1.85,-62,-72,-84,-83,-74,-80,-66,-70,-69,-76,-72,-71
0,10.36,4.38,1.85,-72,-76,-85,-84,-77,-80,-67,-76,-82,-76,-76,-71
0,10.36,4.38,1.85,-71,-70,-83,-75,-80,-80,-66,-76,-69,-73,-72,-73
0,10.36,4.38,1.85,-71,-73,-83,-84,-81,-80,-66,-76,-68,-76,-74,-72
0,10.36,4.38,1.85,-70,-71,-83,-75,-81,-80,-67,-76,-68,-69,-72,-74
0,10.36,4.38,1.85,-70,-72,-84,-69,-73,-78,-66,-76,-69,-76,-72,-71
0,10.36,4.38,1.85,-70,-73,-81,-75,-81,-79,-67,-76,-68,-73,-71,-75
0,10.36,4.38,1.85,-70,-71,-84,-72,-77,-79,-66,-76,-69,-76,-72,-75
0,10.36,4.38,1.85,-66,-72,-83,-69,-74,-78,-66,-70,-69,-77,-72,-71
0,10.36,4.38,1.85,-72,-72,-85,-75,-78,-80,-66,-76,-76,-76,-74,-72
0,10.36,4.38,1.85,-70,-76,-84,-76,-81,-80,-67,-76,-68,-73,-73,-72
0,10.36,4.38,1.85,-70,-71,-83,-84,-77,-80,-66,-76,-69,-76,-72,-72
0,10.36,4.38,1.85,-67,-76,-84,-84,-77,-80,-66,-73,-82,-76,-76,-71
0,10.36,4.38,1.85,-70,-69,-81,-69,-81,-78,-66,-76,-68,-69,-72,-75
0,10.36,4.38,1.85,-72,-69,-83,-75,-77,-80,-67,-76,-75,-73,-74,-74
0,10.36,4.38,1.85,-72,-74,-83,-75,-76,-80,-66,-76,-76,-76,-72,-72
0,10.36,4.38,1.85,-70,-72,-84,-69,-77,-78,-67,-76,-69,-76,-72,-71
0,10.36,4.38,1.85,-71,-72,-84,-72,-78,-80,-66,-76,-76,-76,-72,-72
0,10.36,4.38,1.85,-67,-74,-85,-75,-77,-80,-67,-73,-82,-76,-74,-72
0,10.36,4.38,1.85,-66,-71,-82,-69,-73,-78,-66,-70,-69,-76,-71,-72
0,10.36,4.38,1.85,-70,-74,-83,-75,-81,-80,-67,-76,-68,-76,-74,-71
0,10.36,4.38,1.85,-66,-72,-84,-69,-77,-79,-66,-76,-69,-76,-72,-74
0,10.36,4.38,1.85,-71,-69,-80,-75,-79,-80,-66,-76,-82,-69,-72,-75
0,10.36,4.38,1.85,-62,-72,-83,-79,-77,-80,-66,-76,-69,-77,-74,-72
0,10.36,4.38,1.85,-66,-72,-83,-84,-78,-80,-67,-73,-69,-76,-74,-72
0,10.36,4.38,1.85,-72,-76,-84,-75,-79,-80,-67,-77,-82,-73,-74,-73
0,10.36,4.38,1.85,-62,-72,-83,-83,-73,-78,-66,-70,-69,-76,-72,-71
0,10.36,4.38,1.85,-62,-72,-84,-75,-76,-80,-67,-73,-69,-76,-72,-71
0,10.36,4.38,1.85,-66,-72,-84,-75,-74,-80,-67,-70,-69,-76,-72,-71
0,10.36,4.38,1.85,-72,-72,-85,-75,-77,-80,-66,-76,-76,-76,-72,-72
0,10.36,4.38,1.85,-62,-72,-83,-82,-74,-80,-67,-71,-69,-76,-72,-71
0,10.36,4.38,1.85,-70,-72,-83,-80,-79,-80,-66,-76,-69,-73,-72,-74
0,10.36,4.38,1.85,-71,-71,-82,-69,-77,-80,-66,-76,-68,-76,-72,-71
0,10.36,4.38,1.85,-66,-72,-83,-84,-74,-80,-66,-70,-70,-76,-71,-72
0,10.36,4.38,1.85,-70,-69,-81,-75,-81,-78,-67,-76,-68,-69,-72,-75
0,10.36,4.38,1.85,-62,-74,-84,-75,-78,-79,-67,-76,-76,-76,-74,-72
0,10.36,4.38,1.85,-72,-74,-84,-75,-79,-80,-66,-76,-76,-76,-72,-74
0,10.36,4.38,1.85,-67,-72,-84,-75,-74,-78,-66,-70,-69,-76,-72,-72
0,10.36,4.38,1.85,-62,-72,-83,-75,-74,-80,-66,-70,-69,-76,-72,-72
0,10.36,4.38,1.85,-70,-70,-80,-75,-81,-80,-67,-76,-68,-69,-71,-73
0,10.36,4.38,1.85,-72,-76,-84,-84,-77,-80,-67,-76,-82,-76,-75,-75
0,10.36,4.38,1.85,-70,-72,-83,-74,-77,-80,-66,-77,-69,-76,-72,-72
0,10.36,4.38,1.85,-67,-74,-84,-84,-74,-80,-67,-73,-76,-76,-72,-72
0,10.36,4.38,1.85,-70,-69,-81,-69,-77,-79,-66,-77,-69,-76,-72,-72
0,10.36,4.38,1.85,-72,-76,-84,-75,-78,-80,-67,-76,-82,-76,-76,-71
0,10.36,4.38,1.85,-72,-69,-84,-75,-81,-80,-67,-77,-75,-73,-72,-75
0,10.36,4.38,1.85,-70,-71,-83,-75,-79,-79,-66,-76,-68,-73,-72,-74
0,10.36,4.38,1.85,-72,-76,-84,-75,-77,-80,-67,-76,-68,-73,-72,-75
0,10.36,4.38,1.85,-70,-73,-84,-79,-77,-80,-67,-76,-68,-72,-74,-74
0,10.36,4.38,1.85,-62,-74,-84,-76,-74,-80,-67,-73,-69,-76,-72,-72
0,10.36,4.38,1.85,-70,-69,-81,-69,-81,-78,-66,-76,-67,-68,-72,-75
0,10.36,4.38,1.85,-66,-72,-84,-75,-81,-80,-66,-73,-69,-76,-72,-74
0,10.36,4.38,1.85,-72,-76,-84,-84,-77,-80,-67,-76,-82,-76,-75,-75
0,10.36,4.38,1.85,-72,-76,-85,-80,-77,-80,-67,-76,-83,-73,-75,-73
0,10.36,4.38,1.85,-70,-71,-82,-75,-81,-80,-67,-76,-68,-69,-74,-72
0,10.36,4.38,1.85,-62,-72,-83,-75,-77,-80,-67,-73,-69,-77,-72,-72
0,10.36,4.38,1.85,-71,-74,-84,-76,-77,-80,-66,-76,-82,-76,-72,-72
0,10.36,4.38,1.85,-70,-72,-83,-75,-77,-80,-67,-76,-69,-76,-74,-72
0,10.36,4.38,1.85,-71,-69,-83,-75,-79,-79,-66,-76,-75,-76,-72,-75
0,10.36,4.38,1.85,-62,-72,-84,-82,-77,-80,-67,-71,-69,-76,-72,-71
0,10.36,4.38,1.85,-72,-76,-84,-78,-77,-80,-67,-76,-82,-76,-71,-74
0,10.36,4.38,1.85,-66,-69,-80,-68,-74,-78,-66,-76,-69,-76,-71,-71
0,10.36,4.38,1.85,-70,-71,-84,-82,-77,-80,-67,-77,-68,-69,-74,-74
0,10.36,4.38,1.85,-71,-69,-80,-75,-81,-80,-66,-77,-68,-68,-70,-75
0,10.36,4.38,1.85,-72,-72,-84,-68,-74,-78,-66,-73,-69,-76,-71,-71
0,10.36,4.38,1.85,-66,-72,-84,-81,-77,-80,-67,-74,-69,-76,-71,-72
0,10.36,4.38,1.85,-70,-69,-80,-75,-81,-80,-66,-76,-68,-69,-72,-75
0,10.36,4.38,1.85,-72,-76,-85,-84,-77,-80,-67,-76,-82,-76,-75,-72
0,10.36,4.38,1.85,-72,-72,-84,-82,-77,-80,-66,-76,-76,-76,-75,-72
0,10.36,4.38,1.85,-70,-74,-83,-75,-81,-79,-67,-76,-76,-76,-72,-72
0,10.36,4.38,1.85,-62,-76,-84,-75,-77,-80,-67,-73,-82,-76,-72,-72
0,10.36,4.38,1.85,-72,-76,-85,-82,-77,-80,-67,-77,-82,-76,-76,-72
0,10.36,4.38,1.85,-70,-72,-84,-69,-73,-79,-66,-76,-69,-76,-72,-72
0,10.36,4.38,1.85,-70,-72,-83,-84,-81,-80,-67,-76,-76,-76,-72,-72
0,10.36,4.38,1.85,-66,-72,-84,-75,-77,-80,-66,-76,-69,-76,-74,-72
0,10.36,4.38,1.85,-62,-72,-83,-76,-74,-80,-67,-70,-69,-76,-72,-71
0,10.36,4.38,1.85,-70,-73,-80,-75,-81,-80,-67,-76,-75,-73,-72,-75
0,10.36,4.38,1.85,-72,-76,-84,-84,-77,-80,-67,-77,-82,-76,-76,-72
0,10.36,4.38,1.85,-70,-72,-82,-84,-77,-80,-66,-76,-69,-76,-74,-72
0,10.36,4.38,1.85,-62,-72,-84,-69,-74,-78,-66,-69,-69,-76,-72,-71
